x,y_test,y_predicted
3600.0,0.117142946,5.27456
3601.4893,-9.143797,5.352853
3602.9785,7.894385,4.21132
3604.4678,-4.67304,4.606236
3605.9568,-2.9092243,5.0947337
3607.446,13.784061,4.677097
3608.9353,12.635535,4.9829264
3610.4246,-0.68676275,4.376333
3611.9138,4.9303255,4.457051
3613.403,19.799444,4.0449924
3614.892,-25.232346,1.6847029
3616.3813,0.6099201,4.7804556
3617.8706,-7.478203,4.2664
3619.3599,4.2996078,4.7825947
3620.849,20.333868,4.0344234
3622.3384,23.983221,2.6841562
3623.8276,23.253067,3.7664428
3625.3167,5.762199,4.0758457
3626.806,-6.1082807,3.1866615
3628.2952,15.622928,3.6335223
3629.7844,-1.3741782,3.664174
3631.2737,-5.002681,3.5485232
3632.763,1.9191426,4.140366
3634.252,1.153657,3.581334
3635.7412,-2.58138,3.8770723
3637.2305,15.210145,4.100033
3638.7197,2.489695,3.6126075
3640.209,3.5102668,0.28642002
3641.6982,-5.450194,4.5686626
3643.1873,1.8884327,3.43157
3644.6765,16.651628,3.8536515
3646.1658,19.707691,3.4349904
3647.655,-15.821405,4.089573
3649.1443,29.260754,2.7763138
3650.6335,10.974102,4.4210835
3652.1228,3.2462356,3.193705
3653.6118,8.021368,2.7456214
3655.101,12.391084,2.9870644
3656.5903,15.084533,2.9644637
3658.0796,15.7187195,4.05851
3659.5688,15.913304,3.2080102
3661.058,6.717656,2.8480558
3662.547,8.307244,2.636736
3664.0364,-3.9243038,4.5047317
3665.5256,10.741086,3.1532338
3667.015,9.194811,4.2741585
3668.5042,5.292672,3.6287456
3669.9934,3.9910738,2.5188472
3671.4827,5.1537623,3.0557408
3672.9717,-2.473283,3.3149981
3674.461,7.0126214,3.196288
3675.9502,20.575768,2.9128852
3677.4395,4.441439,2.4496348
3678.9287,0.6006425,2.7262967
3680.418,8.447754,4.3808994
3681.907,9.19164,3.2671783
3683.3962,19.637123,2.9112365
3684.8855,1.8001351,2.455358
3686.3748,9.782038,3.499595
3687.864,7.9056644,2.4518855
3689.3533,-2.6678479,3.5601091
3690.8425,-2.8442094,2.7425926
3692.3315,12.646626,2.3805215
3693.8208,11.013903,2.7821953
3695.31,-2.1425817,3.0720313
3696.7993,-1.0531237,3.8695786
3698.2886,17.765676,1.6547587
3699.7778,9.249253,4.4844155
3701.2668,0.8640631,2.7581954
3702.756,-0.6246455,3.2119534
3704.2454,-1.1083767,2.3695564
3705.7346,-1.2063613,2.190216
3707.2239,-2.4975882,3.2013412
3708.7131,5.436608,2.5908442
3710.2021,4.331269,3.4822369
3711.6914,5.914107,2.4934573
3713.1807,-2.4261122,3.534273
3714.67,5.529572,2.5491812
3716.1592,-2.903275,3.7413983
3717.6484,14.374609,3.6027746
3719.1377,8.919873,2.485276
3720.6267,-2.7693558,3.1668792
3722.116,0.5508026,2.7192836
3723.6052,6.292725,2.474102
3725.0945,-2.1716113,3.2893763
3726.5837,8.48107,2.8928814
3728.073,8.268819,2.9476259
3729.562,-0.5994963,3.2012072
3731.0513,5.521685,3.0365286
3732.5405,0.78223777,3.3377423
3734.0298,1.4514024,3.3787675
3735.519,-1.4865842,2.1647487
3737.0083,7.9088545,2.709497
3738.4976,7.018275,3.3814733
3739.9866,5.2431507,3.4242334
3741.4758,5.3943367,3.0676548
3742.965,-0.35298792,2.907915
3744.4543,-0.39696166,3.4310946
3745.9436,4.3520484,2.4575093
3747.4329,7.9449377,3.3939633
3748.9219,9.487585,3.3923864
3750.4111,1.1693699,3.4480252
3751.9004,3.059837,2.9736273
3753.3896,6.197179,3.0913076
3754.879,2.86487,2.9369807
3756.3682,5.389522,3.3292735
3757.8574,-0.37805665,3.6574397
3759.3464,4.9325414,0.027271671
3760.8357,1.691147,2.3508384
3762.325,3.6382253,4.1776557
3763.8142,-0.9895968,3.376854
3765.3035,-1.8928216,3.4559083
3766.7927,7.013039,4.133989
3768.2817,4.841441,1.3825386
3769.771,-0.8226414,3.5902197
3771.2603,-0.08421601,2.1525302
3772.7495,-1.6012883,4.3123765
3774.2388,5.3223667,3.1152658
3775.728,2.7998757,3.0363212
3777.217,5.5545077,3.3501194
3778.7063,4.6657615,3.085218
3780.1956,7.0774984,3.9457648
3781.6848,6.4500327,3.089577
3783.174,4.099195,2.9818132
3784.6633,2.3416793,3.4258876
3786.1526,2.1294188,2.488026
3787.6416,0.7396189,3.7092066
3789.1309,1.2196965,2.8516061
3790.62,-1.4936471,3.3751705
3792.1094,2.018926,3.018064
