x,y_test,y_predicted
3600.0,1.477255,5.319127
3601.4893,5.606187,5.092365
3602.9785,4.5906525,3.6013122
3604.4678,5.3748846,4.5778418
3605.9568,5.661078,4.705211
3607.446,-0.25409395,3.7160397
3608.9353,2.7159436,4.0184937
3610.4246,4.787115,4.4704123
3611.9138,5.538185,4.07272
3613.403,2.6698585,4.332095
3614.892,4.222025,3.8332543
3616.3813,5.7363462,3.8675408
3617.8706,3.7219949,3.6714911
3619.3599,3.6514056,1.1889049
3620.849,5.734664,4.080134
3622.3384,1.2952703,3.7858765
3623.8276,4.6517205,4.174037
3625.3167,4.502617,3.4912477
3626.806,2.1796262,2.5741663
3628.2952,2.9434218,3.323506
3629.7844,4.120689,3.5347252
3631.2737,4.109403,2.8206816
3632.763,-1.7882907,3.1811795
3634.252,1.1864806,3.2083952
3635.7412,2.466267,3.0742962
3637.2305,3.9793983,3.6180058
3638.7197,3.0506804,3.1127782
3640.209,2.681035,3.3954139
3641.6982,5.3325553,3.5565085
3643.1873,6.8708897,3.1792333
3644.6765,3.0295029,0.36502612
3646.1658,3.9083457,3.968143
3647.655,4.05225,2.988623
3649.1443,0.6743306,3.369615
3650.6335,-0.053785525,3.0009205
3652.1228,0.9847973,3.5876236
3653.6118,3.2065911,2.4524863
3655.101,3.0859299,3.8637497
3656.5903,2.7141645,2.7904305
3658.0796,3.8443058,2.3979597
3659.5688,3.6475723,2.6138864
3661.058,1.0578715,2.5923345
3662.547,2.1445267,3.534677
3664.0364,1.3866717,2.7951982
3665.5256,1.8960022,2.4950905
3667.015,3.0211382,2.3204937
3668.5042,2.9753106,3.912838
3669.9934,1.7647604,2.7530582
3671.4827,2.0442474,3.7108073
3672.9717,5.1084013,3.1544561
3674.461,4.191257,2.169523
3675.9502,1.580492,2.6732368
3677.4395,4.6146617,2.9087954
3678.9287,4.6129413,2.7743955
3680.418,2.0499218,2.5645306
3681.907,0.033154413,2.1449475
3683.3962,4.0071816,2.379993
3684.8855,1.586321,3.7666106
3686.3748,2.7492626,2.8574095
3687.864,3.2557225,2.5600483
3689.3533,2.1083999,2.1612039
3690.8425,0.78957385,3.1006336
3692.3315,1.0703785,2.1398933
3693.8208,1.2787899,3.1259558
3695.31,2.7390678,2.4061325
3696.7993,4.1484513,2.0537581
3698.2886,3.4404688,2.438628
3699.7778,1.9268017,2.705472
3701.2668,1.1448678,3.3280072
3702.756,0.6090052,1.293177
3704.2454,0.6686605,3.9348488
3705.7346,0.3301707,2.412743
3707.2239,1.7330594,2.867416
3708.7131,1.8509271,2.0851002
3710.2021,1.8639925,1.8618616
3711.6914,2.2835698,2.7807584
3713.1807,1.5169463,2.232123
3714.67,1.6651541,3.0154681
3716.1592,1.8773109,2.0826106
3717.6484,2.5187883,3.097299
3719.1377,1.7087607,2.1976829
3720.6267,2.0884936,3.2240412
3722.116,2.593743,3.2068934
3723.6052,2.441261,2.1497705
3725.0945,3.089764,2.7448044
3726.5837,1.1499419,2.3610072
3728.073,0.53143334,2.2131562
3729.562,2.5708556,2.871187
3731.0513,3.359986,2.5479863
3732.5405,-0.17377168,2.558949
3734.0298,3.5781095,2.783773
3735.519,0.027381212,2.8072603
3737.0083,1.5560907,2.9878855
3738.4976,1.4944775,2.8820925
3739.9866,1.6941879,1.9267563
3741.4758,1.9316075,2.28057
3742.965,1.7716316,3.0490928
3744.4543,2.8692832,2.9063654
3745.9436,1.7833815,2.7856572
3747.4329,2.1741612,2.5038505
3748.9219,2.888193,3.1440487
3750.4111,2.5869803,2.1116827
3751.9004,1.7579182,2.9476838
3753.3896,2.8033493,2.9042182
3754.879,0.268817,3.0855618
3756.3682,1.2764493,2.6269202
3757.8574,1.3557668,2.663364
3759.3464,2.169767,2.4882593
3760.8357,1.6819336,2.9169703
3762.325,-0.22802289,3.0636055
3763.8142,1.0836589,0.45114198
3765.3035,1.5038695,2.653371
3766.7927,3.3867342,3.6382124
