x,y_test,y_predicted
4095.9102,0.1695644,2.2685664
4097.3994,0.13398282,2.2100732
4098.8887,1.476869,2.0716
4100.378,2.1428916,2.1500263
4101.867,-0.082461424,2.2131178
4103.3564,0.0922062,2.2390664
4104.8457,2.7959712,2.270505
4106.335,-0.21258552,2.2434752
4107.8237,0.8970418,2.3263526
4109.313,0.84018755,2.2690523
4110.8022,0.9610744,2.2324858
4112.2915,2.363534,2.2944927
4113.781,3.0300412,2.171357
4115.27,0.4514287,2.2115498
4116.7593,1.8804122,2.2159588
4118.2485,1.5230855,2.1458313
4119.738,0.66008097,2.261276
4121.227,1.4938906,2.3237872
4122.7163,3.1086335,2.0732236
4124.2056,1.5413673,2.1131096
4125.695,0.4856494,2.3904755
4127.1836,0.757117,2.2553675
4128.673,0.3043892,2.2363548
4130.162,2.5854833,2.2988348
4131.6514,1.7268168,2.2315884
4133.1406,0.12839726,2.2228384
4134.63,0.93336403,2.2414424
4136.119,1.6514186,2.2731607
4137.6084,1.0262805,2.1781645
4139.0977,1.4439749,2.2660592
4140.587,0.5446642,2.3377354
4142.076,0.89363307,2.2608275
4143.5654,2.1793048,2.2265005
4145.0547,1.6045328,2.2224612
4146.5435,3.002702,2.207608
4148.0327,2.3786123,2.283159
4149.522,-1.0525181,2.1534119
4151.011,1.1837558,2.287367
4152.5005,0.062203452,2.154394
4153.9897,1.0898226,2.219963
4155.479,2.0444374,2.2913227
4156.9683,0.9439117,2.207851
4158.4575,4.860329,2.2862637
4159.947,1.2633607,2.371119
4161.436,3.3828716,2.402956
4162.9253,1.1000896,2.2958853
4164.4146,2.9678442,2.3043432
4165.9033,3.1675413,2.3411472
4167.3926,1.4155505,2.2636852
4168.882,1.3561343,2.1137242
4170.371,2.6750588,2.3400633
4171.8604,1.9986163,2.3274672
4173.3496,2.1273346,2.3050117
4174.839,1.5587525,2.1840422
4176.328,1.8965734,2.303923
4177.8174,0.021912515,2.383329
4179.3066,-0.31705835,2.3108048
4180.796,-0.41310674,2.310082
4182.285,1.8910068,2.4428322
4183.7744,2.3438804,2.4350157
4185.263,1.995333,2.355474
4186.7524,1.2969531,2.3683276
4188.2417,1.4312413,2.4539928
4189.731,2.3240883,2.420011
4191.22,2.6223242,2.5239346
4192.7095,1.911001,2.5548277
4194.1987,1.5025893,2.3853047
4195.688,1.6100329,2.5105069
4197.1772,2.3215227,2.4743009
4198.6665,3.1471128,2.4715264
4200.156,2.1063526,2.5369544
4201.645,0.6455693,2.5590956
4203.134,0.48535398,2.6006112
4204.623,-0.013061607,2.4923608
4206.1123,0.5130088,2.6203547
4207.6016,1.7916116,2.7936056
4209.091,1.2387975,2.6312935
4210.58,1.6280051,2.7690718
4212.0693,-0.35060957,2.7177258
4213.5586,1.7332617,2.8668487
4215.048,0.035591397,2.935282
4216.537,2.230159,2.7924128
4218.0264,0.4323371,2.7867713
4219.5156,1.3308256,2.854165
4221.005,0.99758035,2.939375
4222.4937,2.8463247,2.883224
4223.983,3.0998862,2.8956184
4225.472,2.2576056,2.8656883
4226.9614,1.0115699,3.0359104
4228.4507,3.8203204,3.0019119
4229.94,0.8312475,3.0998292
4231.429,1.2936894,3.114318
4232.9185,3.926347,3.1072793
4234.4077,0.6651993,3.0792303
4235.897,1.9005176,3.194999
4237.386,0.993567,3.0766208
4238.8755,0.64170355,3.189167
4240.3647,2.2303214,3.3595433
4241.8535,1.6595327,3.404288
4243.343,-0.02521181,3.373806
4244.832,0.3588823,3.5911252
4246.3213,2.8796327,3.6658826
4247.8105,2.7068505,3.5897865
4249.3,0.7269952,3.6738982
4250.789,0.8222864,3.8077552
4252.2783,1.5945622,3.8445592
4253.7676,3.6973276,3.9699876
4255.257,1.9270058,4.010522
4256.746,1.212536,3.990509
4258.2354,1.2665786,4.0430365
4259.7246,2.3631706,4.2716627
4261.2134,1.2495141,4.1090746
4262.7026,1.968892,4.390844
4264.192,1.8957646,4.564312
4265.681,1.1056466,4.5465226
4267.1704,3.2042427,4.8186255
4268.6597,1.9498149,4.7890844
4270.149,3.0817833,4.9405117
4271.638,3.6452923,5.102343
4273.1274,3.609919,5.2525935
4274.6167,3.144243,5.4130173
4276.106,2.63286,5.606223
4277.595,1.8674839,5.6836715
4279.0845,3.7666328,5.7823977
4280.573,1.8547131,6.205291
4282.0625,2.783895,6.073175
4283.552,1.1698827,6.0153084
4285.041,0.83169484,5.9675612
4286.5303,0.958709,6.0197067
4288.0195,1.314454,6.0422583
4289.509,1.6490836,5.7522726
4290.998,3.2029274,5.640047
4292.4873,3.082944,5.751492
4293.9766,2.0878317,5.4056807
4295.466,1.2245654,5.0030828
4296.955,1.9395003,5.1977057
4298.4443,1.754222,4.7636776
4299.933,2.8934848,4.7780094
4301.4224,4.890043,4.707785
4302.9116,3.202843,4.5443764
4304.401,3.2372365,4.4036922
4305.89,1.1942153,4.218805
4307.3794,2.816799,4.051512
4308.8687,1.0927851,4.0982804
4310.358,1.1216482,4.038516
4311.847,1.6464083,4.012952
4313.3364,0.45182508,3.9567256
4314.8257,1.6615644,3.7594597
4316.315,3.270081,3.7931075
4317.804,1.4141201,3.6453252
4319.293,3.744888,3.4679277
4320.782,1.7413785,3.5487404
4322.2715,3.233981,3.5730872
4323.7607,1.5777733,3.4557436
4325.25,0.7090683,3.4201436
4326.7393,1.3410567,3.468927
4328.2285,2.3875062,3.3260934
4329.718,1.8138924,3.296708
4331.207,2.7038248,3.102773
4332.6963,2.424203,3.2199535
4334.1855,3.3614004,3.2797217
4335.675,1.3476421,3.1506505
4337.1636,1.9708344,3.073485
4338.653,1.2738134,3.1091938
4340.142,1.5659434,3.048613
4341.6313,1.7810879,3.1062255
4343.1206,2.8588169,3.074108
4344.61,1.8028648,2.9517353
4346.099,2.8045292,2.9017282
4347.5884,2.5004785,2.947112
4349.0776,1.1556777,2.9071188
4350.567,2.850513,2.8165812
4352.056,0.83202064,2.7026832
4353.5454,2.546873,2.8262653
4355.0347,2.1857417,2.7413023
4356.5234,0.75047094,2.7722955
4358.0127,3.9466403,2.6656585
4359.502,1.4097923,2.7142313
4360.991,-1.6497717,2.6495802
4362.4805,0.44041565,2.7093992
4363.9697,1.8794527,2.7164469
4365.459,1.7638233,2.585245
4366.948,1.4226052,2.5868878
4368.4375,0.8170911,2.6348243
4369.927,3.1048217,2.733904
4371.416,2.5155427,2.6181622
4372.9053,1.5630217,2.4655113
4374.3945,-0.8645889,2.549917
4375.8833,1.4329418,2.4903507
4377.3726,1.5799246,2.4822984
4378.862,0.34884676,2.4143314
4380.351,0.94991195,2.5623853
4381.8403,0.3957363,2.3781781
4383.3296,2.4303749,2.3639898
4384.819,1.6854733,2.513408
4386.308,2.890159,2.4650874
4387.7974,2.2379634,2.499946
4389.2866,1.1745237,2.4648778
4390.776,2.0853877,2.4320493
4392.265,0.37832302,2.3987582
4393.7544,0.6874073,2.4945793
4395.243,0.33089152,2.3881464
4396.7324,1.788251,2.2840416
4398.2217,1.7092183,2.3435125
4399.711,1.5667312,2.4007885
4401.2,0.020213211,2.3462074
4402.6895,0.6597789,2.2721906
4404.1787,1.6472402,2.3958993
4405.668,1.8574309,2.3620455
4407.157,2.4873624,2.3257875
4408.6465,0.7517364,2.369054
4410.1357,1.4823757,2.2481751
4411.625,2.3746748,2.2553213
4413.1143,0.6464797,2.3224366
4414.603,-1.1584487,2.2634087
4416.0923,2.0058985,2.2746801
4417.5815,2.2261333,2.261743
4419.071,1.4440306,2.311147
4420.56,1.1368558,2.188021
4422.0493,0.83284646,2.228776
4423.5386,0.7273046,2.3739824
4425.028,4.774023,2.2978354
4426.517,0.9866215,2.3464377
4428.0063,2.543062,2.3814614
4429.4956,2.0719848,2.3506637
4430.985,1.0278821,2.2704294
4432.474,2.011845,2.1818569
4433.963,3.3377054,2.2162647
4435.452,2.0764189,2.1591215
4436.9414,0.9271737,2.2084408
4438.4307,0.7650154,2.3064344
4439.92,3.2757146,2.3944752
4441.409,2.6670024,2.2270198
4442.8984,2.091341,2.2776344
4444.3877,0.5551905,2.2588818
4445.877,1.0757635,2.1126282
4447.366,2.545778,2.1485984
4448.8555,1.4653147,2.2576427
4450.3447,2.5169466,2.219068
4451.834,1.0231888,2.2675076
4453.3228,0.6109431,2.3017213
4454.812,2.3948796,2.2369325
4456.3013,3.0858526,2.2353377
4457.7905,2.1832116,2.2327332
4459.28,1.330729,2.1805522
4460.769,0.74348056,2.1092227
4462.2583,3.22885,2.1979966
4463.7476,3.0247567,2.148091
4465.237,0.7577081,2.319913
4466.726,-0.30056176,2.1060767
4468.2153,2.2023501,2.264495
4469.7046,3.2716029,2.1686802
4471.1934,2.6834362,2.1251707
4472.6826,0.8255811,2.224438
4474.172,2.8045568,2.3017683
4475.661,2.0396225,2.3530617
4477.1504,2.9382613,2.1623354
4478.6396,0.8901534,2.2039044
4480.129,0.87866664,2.3037462
4481.618,0.62227285,2.2519941
4483.1074,3.4806232,2.1911268
4484.5967,-0.052212417,2.2299175
4486.086,1.850992,2.246304
4487.575,1.9441612,2.245398
4489.0645,1.9726267,2.3245282
4490.553,1.7073116,2.339039
4492.0425,0.7812053,2.2819042
4493.5317,1.0133073,2.2153542
4495.021,1.4028864,2.2764995
4496.5103,0.7652905,2.1744413
4497.9995,1.7481903,2.1259072
4499.489,2.6553905,2.2423992
4500.978,1.7019877,2.257961
4502.4673,-0.31225225,2.2695856
4503.9565,1.6331851,2.199351
4505.446,1.5210413,2.330642
4506.935,2.730952,2.2695172
4508.4243,2.6130848,2.2995992
4509.913,0.5257108,2.3327296
4511.4023,-0.61586726,2.3372283
4512.8916,1.6973054,2.3773272
4514.381,1.4194402,2.3154767
4515.87,1.7655272,2.2608688
4517.3594,1.3227198,2.2087088
4518.8486,2.4047115,2.298831
4520.338,3.6209688,2.3020358
4521.827,2.0645564,2.3801963
4523.3164,2.0886078,2.3809824
4524.8057,1.5003843,2.3609455
4526.295,1.5657017,2.3079693
4527.784,2.1144524,2.4052393
4529.273,1.754691,2.4487042
4530.762,2.9542189,2.473651
4532.2515,0.62792563,2.4878914
4533.7407,0.112869956,2.4981542
4535.23,0.4384906,2.441876
4536.719,0.6647657,2.3762913
4538.2085,2.026256,2.380642
4539.6978,2.3395262,2.4832735
4541.187,1.7489336,2.4240696
4542.6763,2.8596609,2.3178103
4544.1655,1.1910411,2.354652
4545.655,2.8593528,2.2514493
4547.144,-0.8296666,2.2812455
4548.633,0.58333087,2.3397908
4550.122,0.8399592,2.3123608
4551.6113,1.7077001,2.169132
4553.1006,0.6187439,2.197547
4554.59,2.0253472,2.1767247
4556.079,0.42499265,2.088671
4557.5684,0.5293516,2.2699366
4559.0576,0.7735049,2.2200587
4560.547,1.5657452,2.2063842
4562.036,1.6181599,2.2270498
4563.5254,2.4021063,2.1756048
4565.0146,1.4774076,2.170352
4566.504,0.20966323,2.2005074
4567.9927,0.118407525,2.1941926
4569.482,1.4296474,2.1623871
4570.971,0.9655615,2.1296937
4572.4604,1.307631,2.150247
4573.9497,2.182049,2.109438
4575.439,2.554442,2.111081
4576.928,0.9597138,2.1856904
4578.4175,2.9237554,2.121983
4579.9067,2.0665386,2.191053
4581.396,2.4945793,2.0857885
4582.8853,1.1749921,2.0366826
4584.3745,1.1759367,2.0772896
4585.8633,0.7192902,2.1727042
4587.3525,0.24022928,2.1789324
4588.842,1.7663349,2.1491532
4590.331,3.1128802,2.1148922
4591.8203,2.029302,2.120955
4593.3096,1.9818954,2.1839395
4594.799,1.8473133,2.1946063
4596.288,3.437462,2.1654744
4597.7773,0.5910417,2.1601963
4599.2666,1.8289162,2.182615
4600.756,1.3613828,2.1476145
4602.245,2.2358127,2.085482
4603.7344,1.1740763,2.163631
4605.223,1.1992984,2.1726108
4606.7124,1.3940536,2.2251139
4608.2017,0.846154,2.1271224
4609.691,1.2620442,2.1522171
4611.18,0.32639086,2.1417372
4612.6694,0.80493855,2.152683
4614.1587,1.4267442,2.1866245
4615.648,0.5908718,2.1200716
4617.137,0.73442173,2.0555146
4618.6265,1.1011554,2.1109307
4620.1157,1.4514769,2.101601
4621.605,-0.1854147,2.1187081
4623.094,0.636195,2.0361211
4624.583,1.0157946,2.0015893
4626.0723,1.205675,2.1011846
4627.5615,1.1414094,2.0379863
4629.051,0.26513886,2.0679777
4630.54,0.7165467,2.088424
4632.0293,-0.62394553,1.9613633
4633.5186,-0.8011445,1.8993009
4635.008,0.4966727,1.9048803
4636.497,1.9880364,1.9938515
4637.9863,2.0900114,2.0592372
4639.4756,0.2436598,1.9856557
4640.965,0.5561018,1.9784379
4642.454,1.967942,1.9661915
4643.943,2.3594973,1.9588575
4645.432,1.1776547,1.9898773
4646.9214,2.0208004,2.0041995
4648.4106,1.5134861,1.9484277
4649.9,3.2134106,1.9143807
4651.389,1.7344825,1.8209147
4652.8784,0.7019501,1.8306215
4654.3677,1.8764926,1.9174292
4655.857,1.9938698,1.9106855
4657.346,0.77490985,1.9014695
4658.8354,0.3051499,1.9741186
4660.3247,1.9420983,1.9115148
4661.814,0.117852,1.9022124
4663.3027,1.7180996,1.9205396
4664.792,1.8189847,1.7474343
4666.2812,1.562584,1.8354217
4667.7705,1.0369859,1.8854941
4669.26,1.4482195,1.8258705
4670.749,1.8910574,1.9075745
4672.2383,2.1803255,1.8534763
4673.7275,1.546697,1.8464125
4675.217,1.9500251,1.758311
4676.706,-1.2940109,1.7273014
4678.1953,1.4656315,1.8359952
4679.6846,1.2549285,1.8624458
4681.174,1.804207,1.8581226
4682.6626,2.5494096,1.894495
4684.152,1.3596891,1.8960121
4685.641,1.3502463,1.8506029
4687.1304,1.4554201,1.8874459
4688.6196,0.45098042,1.8352206
4690.109,0.9001905,1.8327765
4691.598,1.367982,1.787196
4693.0874,2.0091615,1.7796545
4694.5767,0.4760357,1.7751961
4696.066,0.8848484,1.7606248
4697.555,2.230738,1.8282704
4699.0444,0.48904958,1.8178134
4700.5337,0.45707545,1.8059355
4702.0225,0.064079784,1.8365946
4703.5117,0.79508424,1.821632
4705.001,0.67170584,1.7434309
4706.49,0.12588091,1.8192272
4707.9795,0.74643475,1.7729492
4709.4688,0.37045312,1.7831433
4710.958,1.9268018,1.8431293
4712.4473,1.9807138,1.843739
4713.9365,1.1236951,1.8134165
4715.426,1.4499083,1.8033826
4716.915,2.424104,1.7554259
4718.4043,1.9204787,1.7717445
4719.893,1.6091378,1.7298996
4721.3823,0.35191336,1.818381
4722.8716,-0.16852738,1.7779611
4724.361,1.4684316,1.7263018
4725.85,2.6051736,1.8772833
4727.3394,1.234355,1.8510652
4728.8286,0.4962685,1.804556
4730.318,-1.6207215,1.8844695
4731.807,0.8425711,1.8362255
4733.2964,0.6417476,1.8571432
4734.7856,0.6939878,1.8678112
4736.275,2.0849705,1.7495635
4737.764,0.6551851,1.8488663
4739.253,1.1419551,1.7833251
4740.742,1.1093562,1.8075732
4742.2314,0.86012,1.8518562
4743.7207,1.4098045,1.893666
4745.21,-0.32019812,1.8958989
4746.699,0.50267977,1.9073607
4748.1885,1.3205072,1.8829379
4749.6777,1.0928112,1.8289585
4751.167,0.6491935,1.8722401
4752.6562,1.7932748,1.8672112
4754.1455,1.5870018,1.8445563
4755.635,0.9238785,1.871114
4757.124,1.429988,1.8803809
4758.613,0.80546355,1.8275931
4760.102,1.1076936,1.8325942
4761.5913,0.79234004,1.7923619
4763.0806,1.7751875,1.8293314
4764.57,0.74756664,1.8393793
4766.059,0.7559707,1.8602928
4767.5483,0.23533262,1.7938606
4769.0376,1.0282685,1.8506275
4770.527,1.02364,1.8785588
4772.016,1.7730865,1.8665218
4773.5054,1.6382575,1.8446511
4774.9946,1.5387431,1.8104596
4776.484,0.69139093,1.9059935
4777.9727,0.46634614,1.8568382
4779.462,0.31325355,1.8830218
4780.951,1.368528,1.9297881
4782.4404,2.3405268,1.8402839
4783.9297,1.5677423,1.8126166
4785.419,0.4796893,1.9151318
4786.908,3.1540792,1.8371128
4788.3975,1.8283433,1.835523
4789.8867,0.6702588,1.8054042
4791.376,1.3046881,1.8210747
4792.865,0.78933287,1.8367772
4794.3545,-0.5660304,1.8235968
